1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,1
27,1,2
28,1,3
29,1,4
30,1,5
31,1,6
32,1,7
33,1,8
34,1,9
35,1,10
36,1,11
37,1,12
38,1,13
39,1,14
40,1,15
41,1,16
42,1,17
43,1,18
44,1,19
45,1,20
46,1,21
47,1,22
48,1,23
49,1,24
50,1,25
51,1,1
52,1,2
53,1,3
54,1,4
55,1,5
56,1,6
57,1,7
58,1,8
59,1,9
60,1,10
61,1,11
62,1,12
63,1,13
64,1,14
65,1,15
66,1,16
67,1,17
68,1,18
69,1,19
70,1,20
71,1,21
72,1,22
73,1,23
74,1,24
75,1,25
76,1,1
77,1,2
78,1,3
79,1,4
80,1,5
81,1,6
82,1,7
83,1,8
84,1,9
85,1,10
86,1,11
87,1,12
88,1,13
89,1,14
90,1,15
91,1,16
92,1,17
93,1,18
94,1,19
95,1,20
96,1,21
97,1,22
98,1,23
99,1,24
100,1,25
101,1,1
102,1,2
103,1,3
104,1,4
105,1,5
106,1,6
107,1,7
