0	66	1000
0	33	367
0	48	1703
0	41	2917
0	60	2085
150	67	2127
0	49	1872
0	62	1223
0	84	1822
150	81	1000
0	37	1439
0	79	564
0	79	824
0	79	851
150	31	1664
0	59	467
0	89	1218
0	68	2016
150	56	1000
0	37	2054
0	79	1504
0	55	579
0	67	1896
150	57	1000
0	31	1891
0	82	1701
0	36	813
0	74	1336
150	73	2475
0	55	1646
0	43	2318
150	59	1000
0	43	1902
0	80	-142
0	51	590
150	58	1288
0	32	278
0	69	1062
150	61	1000
0	65	1484
0	50	1363
0	77	1158
150	62	1000
0	54	442
0	44	309
0	45	897
0	35	509
0	85	835
0	88	1150
0	71	1010
0	73	1010
0	66	1650
0	71	1034
0	88	986
0	71	1212
0	73	1212
0	30	892
0	83	783
0	40	1336
0	83	1251
0	85	1251
0	54	920
0	59	929
0	88	1758
150	47	1397
0	49	1397
0	83	886
0	85	886
0	42	841
0	35	1074
0	73	2367
0	76	1584
0	76	1337
0	76	1039
0	64	871
150	64	1000
0	86	1910
0	80	1010
0	57	-465
150	32	488
0	86	933
0	88	1744
0	76	1259
0	52	1163
150	34	1229
150	52	553
0	44	824
150	33	820
0	74	1300
0	52	1146
0	56	612
150	42	1860
0	44	1796
0	38	1190
0	69	2022
0	33	2426
0	57	1160
150	57	583
0	38	563
0	72	411
0	48	924
150	62	1323
0	45	1635
0	53	1152
150	33	680
0	86	1166
0	50	1385
150	83	1368
0	49	937
0	86	758
0	62	1302
150	57	1544
0	71	1150
0	61	1787
0	62	1489
0	71	2214
0	38	926
0	35	1817
0	74	916
0	47	1133
150	71	894
0	85	1248
0	62	579
0	81	1026
0	62	572
0	50	1159
0	43	1245
150	81	1656
0	74	1649
0	88	1054
0	47	1648
0	52	1312
0	84	1232
150	33	1695
0	85	1495
0	86	1226
0	40	939
0	47	1123
0	74	1401
0	88	1047
0	77	855
0	67	1409
150	49	1564
0	71	823
0	61	1157
0	86	867
0	64	884
0	57	1285
0	50	834
0	76	348
0	46	574
0	48	1546
150	33	1511
0	40	1270
0	53	1001
150	33	1504
0	47	1532
0	50	1358
0	88	1988
0	40	1117
0	60	2284
150	80	2064
0	52	1314
0	45	1188
0	31	1483
150	66	1446
0	56	1832
0	32	600
150	42	1366
0	33	827
0	56	1561
0	44	990
150	68	1461
0	45	703
0	55	1428
0	72	1140
150	41	1366
0	59	861
0	84	1865
0	65	1332
150	87	215
0	80	312
150	43	477
0	83	425
150	54	264
0	80	425
150	81	352
0	61	201
0	85	455
150	33	498
0	61	415
0	86	289
0	40	373
0	73	280
0	32	402
0	85	366
0	62	291
0	40	225
0	85	438
0	68	256
0	49	217
0	86	400
0	76	358
0	68	408
0	74	249
0	52	304
150	56	377
0	35	286
0	62	456
0	40	326
0	33	491
0	71	444
0	38	306
150	80	273
0	59	385
0	61	375
0	50	480
0	40	414
0	73	200
0	81	344
0	83	451
0	73	305
0	64	375
0	61	493
0	33	257
0	83	238
0	61	392
0	64	401
0	61	422
0	57	442
0	35	450
0	73	415
150	73	421
0	78	290
0	69	236
0	47	366
0	73	329
0	64	487
0	71	499
0	73	499
0	42	419
0	44	239
0	81	487
0	64	395
0	35	274
0	37	274
0	33	476
0	52	347
150	37	302
0	30	425
0	80	273
0	33	302
0	40	379
0	59	204
0	61	204
0	69	261
0	88	417
0	35	203
0	37	203
0	33	448
150	30	393
0	56	342
0	57	401
0	64	468
0	56	297
0	45	397
0	49	333
0	52	390
0	56	467
150	45	327
0	47	361
0	30	394
0	44	209
0	59	401
0	49	305
0	50	448
0	40	253
0	30	460
0	66	205
150	42	202
0	52	480
150	32	275
0	60	207
150	43	6241
0	49	5715
0	46	6667
150	32	6435
0	72	6027
150	85	6621
0	74	5561
0	81	5354
150	87	5664
0	33	5392
0	70	5130
150	63	6621
0	47	6138
150	56	6744
0	51	6131
150	86	5920
0	30	5256
150	58	5047
0	62	5455
0	84	6290
150	83	6933
0	80	6355
150	65	6962
0	71	5505
150	64	6940
0	77	6281
150	38	5216
0	78	5865
150	49	5627
150	50	6153
150	61	6851
0	35	5840
150	42	6341
0	79	5163
150	39	5660
0	54	6956
150	34	5600
150	59	5591
150	60	6354
150	31	5601
150	36	5859
0	32	5681
150	82	5884
150	66	6592
0	74	6528
150	75	6265
0	41	5121
150	44	6345
0	63	5130
0	56	5986
150	53	5489
0	47	5206
150	68	5828
0	58	5409
150	37	5988
0	79	5589
0	43	5145
150	67	5011
0	83	5466
0	71	5271
150	89	5850
0	88	5767
150	40	5100
0	77	5679
150	85	5912
0	55	5908
0	80	5842
150	79	5205
0	73	6847
0	61	6995
150	67	6782
0	85	6578
0	85	5500
0	61	5496
150	85	6009
0	31	6274
150	67	6794
0	37	6449
0	85	5554
0	85	5275
150	37	5518
0	31	6594
150	55	6531
0	73	5871
0	85	6984
0	37	6111
150	49	5549
0	43	5622
150	55	5543
150	48	5462
150	72	5815
0	65	5114
150	61	5840
150	31	6391
0	34	5468
150	75	5011
0	44	5395
150	62	6906
0	59	6199
0	41	6237
150	43	6206
0	54	6232
150	73	5058
0	30	6578
150	42	5330
150	84	5053
0	74	5478
0	35	5342
150	70	6285
0	45	6480
150	46	5758
150	76	5758
150	36	5163
0	77	6171
150	39	5699
0	89	5395
150	67	6508
150	60	5304
0	38	5042
150	51	5435
0	85	6354
150	73	5335
0	63	6872
150	66	6638
150	53	5623
150	49	6430
150	87	5203
150	86	5242
150	82	5856
0	37	5489
150	78	6699
150	31	5655
150	31	6414
150	83	5540
150	56	5871
0	32	6327
150	50	6661
0	54	6290
150	71	5929
0	84	5643
150	80	6701
0	46	5989
0	76	6675
150	47	5680
0	30	6167
0	74	5178
150	68	5020
0	88	6726
150	75	5977
0	70	6142
150	79	5981
150	61	6383
0	67	5889
0	31	5023
0	55	5490
150	55	5946
0	60	6242
150	58	5661
0	63	6609
150	81	5241
0	39	5467
150	73	6071
0	31	5164
0	43	6906
150	43	5432
0	85	6287
0	85	6078
0	73	5246
150	61	6953
0	87	6049
150	44	5388
0	59	5393
0	51	5625
150	53	6068
0	49	6367
150	65	2183
0	77	2995
0	69	1773
150	34	2656
0	48	323
0	35	1939
150	41	797
0	57	1390
0	83	706
150	56	2519
0	86	414
150	72	444
0	82	703
0	89	370
150	62	2983
0	71	963
150	48	2435
0	36	316
150	38	1495
0	32	1820
150	72	1976
0	46	2379
0	80	812
150	47	861
0	84	1807
0	86	1288
150	42	769
0	33	2847
150	45	1903
0	50	443
150	36	2198
0	83	1389
0	70	1807
150	71	2427
0	89	362
0	41	1985
150	35	1447
0	58	2872
150	31	2531
0	57	426
150	85	1130
0	43	2946
0	69	635
150	55	1079
0	60	808
150	73	2189
0	42	2715
0	68	779
150	43	1633
0	37	1792
0	61	2813
150	61	1466
0	53	804
150	38	2897
0	32	929
0	34	718
150	44	2998
0	89	1700
0	81	1096
150	50	2341
0	59	723
0	65	2272
150	48	790
0	77	485
0	56	1433
150	45	546
0	62	855
150	35	2615
0	70	1930
150	34	2852
0	46	2149
150	41	1149
0	86	472
0	77	1352
150	84	1689
0	47	2757
0	33	2638
150	55	1765
0	73	1855
0	49	918
150	73	1276
0	60	1532
0	72	1093
150	43	2351
0	73	1103
0	81	528
150	86	1084
150	85	627
0	56	1536
0	82	2778
150	71	727
0	68	1362
0	62	1801
150	59	2979
0	69	1039
0	83	1195
150	51	2546
0	57	2184
0	45	466
150	41	1038
0	74	2979
0	31	455
150	73	958
0	70	584
0	72	864
150	53	1672
0	58	982
150	65	2433
0	81	2175
0	50	1365
150	45	2515
0	79	2610
0	49	575
150	80	2997
0	61	609
150	71	1231
0	46	1608
150	84	1168
0	72	2865
150	31	760
0	61	885
150	73	1094
0	38	2682
150	62	1342
0	67	509
0	61	2881
150	48	1637
0	73	714
0	67	1663
150	47	2648
0	43	393
0	37	1351
150	83	1533
0	37	2181
0	41	1791
150	89	716
0	44	2234
150	86	2170
0	31	1132
0	37	2992
150	56	2620
0	85	2385
0	55	2402
150	54	2350
0	31	1311
0	61	1912
150	77	2004
0	85	1438
0	43	1318
150	50	1471
0	43	818
0	49	1012
150	76	1497
0	85	2682
0	85	2542
0	58	2256
150	37	424
0	61	1422
0	89	876
150	67	1312
0	85	1817
0	57	456
150	85	1828
0	59	2835
0	82	1720
150	43	513
0	85	1262
0	83	909
150	61	950
0	32	1350
0	70	1883
150	55	985
0	37	2500
0	61	760
150	49	481
0	46	1665
150	73	726
0	79	1916
0	55	1205
150	55	1886
0	33	2974
0	38	2177
150	61	975
0	79	2889
0	55	1703
150	43	1338
0	49	2180
0	83	2002
150	41	1196
150	81	2599
0	42	425
150	57	1879
150	49	2310
0	80	1886
0	83	413
150	63	2741
0	36	2721
0	89	848
150	35	1251
0	34	1973
150	86	2246
0	67	709
150	58	2739
0	74	1914
0	82	569
150	41	1050
150	31	2939
150	55	774
0	56	2586
150	62	1733
0	77	2736
150	84	2526
0	65	2155
0	67	1084
150	53	1214
0	83	1797
150	60	2909
0	44	2648
0	35	1225
150	45	2911
0	46	682
150	43	2434
0	57	2544
0	41	872
150	82	2116
0	89	576
150	32	2838
0	79	961
150	61	367
0	34	1510
0	33	1868
150	38	897
0	81	516
150	55	1115
0	73	752
0	37	1523
150	37	2854
0	89	2352
0	86	1914
150	59	2695
0	39	1329
0	80	1986
150	70	2306
0	74	1906
0	41	2541
150	54	717
0	35	1551
0	72	2124
150	67	1401
0	49	1936
0	71	1709
150	79	717
0	81	2019
150	53	2258
150	85	1770
0	83	2920
0	84	1837
150	63	812
0	55	1888
0	65	2704
150	36	2089
0	68	1339
150	31	2424
0	62	989
150	48	1619
150	69	2801
150	77	2495
0	60	1534
150	49	307
0	31	2183
0	79	2033
150	31	650
0	35	2138
0	47	2985
150	39	369
0	38	2572
0	58	2088
150	37	942
0	55	2039
0	55	2726
150	31	441
0	61	1882
0	37	1815
150	37	1068
150	37	1685
0	55	982
0	31	1400
150	79	2077
0	73	2736
150	55	2640
0	61	1411
0	85	380
150	37	2902
0	55	539
0	67	1396
150	43	1384
0	73	1229
0	37	695
150	37	2756
0	63	1374
0	71	1846
150	72	477
0	48	304
0	74	884
150	83	1178
0	57	2067
0	53	2542
150	50	1934
0	81	2200
0	70	1146
150	86	2057
0	82	1516
150	80	1519
0	68	793
0	89	702
150	46	1423
0	72	1403
0	48	1034
150	65	1310
0	45	748
0	69	743
150	42	2545
0	84	1223
0	77	1687
150	31	2294
0	61	2116
0	85	1351
150	37	1883
0	31	2329
0	79	2945
150	43	2966
0	85	519
150	85	2523
150	43	2914
0	61	2355
0	85	2852
150	61	1209
0	67	516
150	89	2998
0	56	446
150	37	1292
0	34	1321
0	80	828
150	84	2581
0	72	570
0	57	687
150	41	2035
0	74	2697
0	46	345
150	60	1022
0	50	1054
0	58	738
150	38	1217
0	33	1969
0	35	1388
150	59	1382
0	83	807
0	68	1230
150	81	2314
0	67	344
0	61	2655
150	86	1299
0	61	2480
0	82	2792
150	32	529
0	70	1380
0	80	480
150	73	1968
0	65	2815
0	39	2121
